London_Borough,ID,Month,Average_price
Barnet,E09000003,2013-06-01,367753.9101
Bexley,E09000004,2013-06-01,210388.3595
Brent,E09000005,2013-06-01,334340.7037
Bromley,E09000006,2013-06-01,294242.9988
Camden,E09000007,2013-06-01,671438.8842
Croydon,E09000008,2013-06-01,234713.3603
Ealing,E09000009,2013-06-01,340097.3291
Enfield,E09000010,2013-06-01,255050.6014
Greenwich,E09000011,2013-06-01,248787.0898
Hackney,E09000012,2013-06-01,362160.5893
Hammersmith & Fulham,E09000013,2013-06-01,608410.625
Haringey,E09000014,2013-06-01,351241.5429
Harrow,E09000015,2013-06-01,315395.9146
Havering,E09000016,2013-06-01,224957.7403
Hillingdon,E09000017,2013-06-01,271751.4764
Hounslow,E09000018,2013-06-01,290397.6297
Islington,E09000019,2013-06-01,485856.3441
Kensington & Chelsea,E09000020,2013-06-01,1122471.237
Kingston upon Thames,E09000021,2013-06-01,342177.7263
Lambeth,E09000022,2013-06-01,351149.7605
Lewisham,E09000023,2013-06-01,257015.9421
Merton,E09000024,2013-06-01,340065.4522
Newham,E09000025,2013-06-01,224761.8788
Redbridge,E09000026,2013-06-01,270453.5255
Richmond upon Thames,E09000027,2013-06-01,489625.0201
Southwark,E09000028,2013-06-01,366355.2945
Sutton,E09000029,2013-06-01,250480.1974
Tower Hamlets,E09000030,2013-06-01,304279.8121
Waltham Forest,E09000031,2013-06-01,251846.0273
Wandsworth,E09000032,2013-06-01,448359.1022
Westminster,E09000033,2013-06-01,793530.6829
Barking & Dagenham,E09000002,2013-07-01,174604.2766
Barnet,E09000003,2013-07-01,377519.9268
Bexley,E09000004,2013-07-01,209984.3241
Brent,E09000005,2013-07-01,336231.8464
Bromley,E09000006,2013-07-01,297144.6569
Camden,E09000007,2013-07-01,685330.0986
Croydon,E09000008,2013-07-01,238169.6933
Ealing,E09000009,2013-07-01,344200.1708
Enfield,E09000010,2013-07-01,260419.9851
Greenwich,E09000011,2013-07-01,251706.3612
Hackney,E09000012,2013-07-01,368133.1541
Hammersmith & Fulham,E09000013,2013-07-01,626507.3853
Haringey,E09000014,2013-07-01,364191.5312
Harrow,E09000015,2013-07-01,321904.0723
Havering,E09000016,2013-07-01,227202.8338
Hillingdon,E09000017,2013-07-01,272368.692
Hounslow,E09000018,2013-07-01,291505.3795
Islington,E09000019,2013-07-01,491033.8065
Kensington & Chelsea,E09000020,2013-07-01,1159558.644
Kingston upon Thames,E09000021,2013-07-01,341028.8039
Lambeth,E09000022,2013-07-01,361264.813
Lewisham,E09000023,2013-07-01,258118.1778
Merton,E09000024,2013-07-01,347030.8941
Newham,E09000025,2013-07-01,224133.2934
Redbridge,E09000026,2013-07-01,277577.074
Richmond upon Thames,E09000027,2013-07-01,491191.5864
Southwark,E09000028,2013-07-01,363506.6796
Sutton,E09000029,2013-07-01,253393.5026
Tower Hamlets,E09000030,2013-07-01,306442.9731
Waltham Forest,E09000031,2013-07-01,256556.96
Wandsworth,E09000032,2013-07-01,455531.7609
Westminster,E09000033,2013-07-01,786473.367
Barking & Dagenham,E09000002,2013-08-01,173720.4531
Barnet,E09000003,2013-08-01,382032.2876
Bexley,E09000004,2013-08-01,213353.6706
Brent,E09000005,2013-08-01,347721.2919
Bromley,E09000006,2013-08-01,301768.8185
Camden,E09000007,2013-08-01,707358.9594
Croydon,E09000008,2013-08-01,240105.5443
Ealing,E09000009,2013-08-01,347294.0791
Enfield,E09000010,2013-08-01,266534.5984
Greenwich,E09000011,2013-08-01,254632.802
Hackney,E09000012,2013-08-01,379507.7703
Hammersmith & Fulham,E09000013,2013-08-01,625932.3114
Haringey,E09000014,2013-08-01,374890.9661
Harrow,E09000015,2013-08-01,324905.6203
Havering,E09000016,2013-08-01,226306.1658
Hillingdon,E09000017,2013-08-01,271614.5104
Hounslow,E09000018,2013-08-01,296701.0405
Islington,E09000019,2013-08-01,505020.788
Kensington & Chelsea,E09000020,2013-08-01,1189245.346
Kingston upon Thames,E09000021,2013-08-01,341750.8441
Lambeth,E09000022,2013-08-01,367314.7973
Lewisham,E09000023,2013-08-01,264741.6126
Merton,E09000024,2013-08-01,357293.1895
Newham,E09000025,2013-08-01,224816.6971
Redbridge,E09000026,2013-08-01,280870.2181
Richmond upon Thames,E09000027,2013-08-01,504618.7534
Southwark,E09000028,2013-08-01,362032.7602
Sutton,E09000029,2013-08-01,254848.0751
Tower Hamlets,E09000030,2013-08-01,309365.4819
Waltham Forest,E09000031,2013-08-01,258567.9775
Wandsworth,E09000032,2013-08-01,467455.1482
Westminster,E09000033,2013-08-01,779456.8189
Barking & Dagenham,E09000002,2013-09-01,174761.46
Barnet,E09000003,2013-09-01,385304.3386
Bexley,E09000004,2013-09-01,216048.0505
Brent,E09000005,2013-09-01,353281.7489
Bromley,E09000006,2013-09-01,303568.9759
Camden,E09000007,2013-09-01,705754.8305
Croydon,E09000008,2013-09-01,240105.5272
Ealing,E09000009,2013-09-01,348838.8038
Enfield,E09000010,2013-09-01,268408.3403
Greenwich,E09000011,2013-09-01,258940.3185
Hackney,E09000012,2013-09-01,394812.7669
Hammersmith & Fulham,E09000013,2013-09-01,656484.9692
Haringey,E09000014,2013-09-01,398046.4295
Harrow,E09000015,2013-09-01,326112.9786
Havering,E09000016,2013-09-01,228984.8856
Hillingdon,E09000017,2013-09-01,273028.9563
Hounslow,E09000018,2013-09-01,300388.3361
Islington,E09000019,2013-09-01,510599.6721
Kensington & Chelsea,E09000020,2013-09-01,1217728.812
Kingston upon Thames,E09000021,2013-09-01,350118.9152
Lambeth,E09000022,2013-09-01,377423.0986
Lewisham,E09000023,2013-09-01,270976.403
Merton,E09000024,2013-09-01,364497.4529
Newham,E09000025,2013-09-01,224015.0315
Redbridge,E09000026,2013-09-01,282995.867
Richmond upon Thames,E09000027,2013-09-01,509785.8787
Southwark,E09000028,2013-09-01,372362.3013
Sutton,E09000029,2013-09-01,256554.4833
Tower Hamlets,E09000030,2013-09-01,311869.9086
Waltham Forest,E09000031,2013-09-01,264711.4331
Wandsworth,E09000032,2013-09-01,484745.48
Westminster,E09000033,2013-09-01,814184.5416
Barking & Dagenham,E09000002,2013-10-01,176820.5648
Barnet,E09000003,2013-10-01,385628.5726
Bexley,E09000004,2013-10-01,218834.4427
Brent,E09000005,2013-10-01,355724.5597
Bromley,E09000006,2013-10-01,306432.5866
Camden,E09000007,2013-10-01,689918.2985
Croydon,E09000008,2013-10-01,242224.243
Ealing,E09000009,2013-10-01,345781.0003
Enfield,E09000010,2013-10-01,271405.9722
Greenwich,E09000011,2013-10-01,260391.1394
Hackney,E09000012,2013-10-01,392764.8406
Hammersmith & Fulham,E09000013,2013-10-01,663807.8353
Haringey,E09000014,2013-10-01,399199.1526
Harrow,E09000015,2013-10-01,327432.3549
Havering,E09000016,2013-10-01,231248.3076
Hillingdon,E09000017,2013-10-01,276683.4739
Hounslow,E09000018,2013-10-01,303708.5165
Islington,E09000019,2013-10-01,515580.5946
Kensington & Chelsea,E09000020,2013-10-01,1172513.647
Kingston upon Thames,E09000021,2013-10-01,354994.4264
Lambeth,E09000022,2013-10-01,387490.9689
Lewisham,E09000023,2013-10-01,277733.3801
Merton,E09000024,2013-10-01,359064.1793
Newham,E09000025,2013-10-01,223556.2565
Redbridge,E09000026,2013-10-01,283748.9645
Richmond upon Thames,E09000027,2013-10-01,512941.628
Southwark,E09000028,2013-10-01,376014.165
Sutton,E09000029,2013-10-01,260491.9833
Tower Hamlets,E09000030,2013-10-01,324529.1048
Waltham Forest,E09000031,2013-10-01,266434.6273
Wandsworth,E09000032,2013-10-01,481145.0895
Westminster,E09000033,2013-10-01,834514.6887
Barking & Dagenham,E09000002,2013-11-01,181909.7302
Barnet,E09000003,2013-11-01,390597.6436
Bexley,E09000004,2013-11-01,219390.5316
Brent,E09000005,2013-11-01,361040.9223
Bromley,E09000006,2013-11-01,309175.6984
Camden,E09000007,2013-11-01,662700.525
Croydon,E09000008,2013-11-01,243100.1861
Ealing,E09000009,2013-11-01,349247.3872
Enfield,E09000010,2013-11-01,270459.5672
Greenwich,E09000011,2013-11-01,263671.9907
Hackney,E09000012,2013-11-01,397691.7805
Hammersmith & Fulham,E09000013,2013-11-01,663612.8597
Haringey,E09000014,2013-11-01,398220.8419
Harrow,E09000015,2013-11-01,330422.3449
Havering,E09000016,2013-11-01,233488.7389
Hillingdon,E09000017,2013-11-01,278966.7521
Hounslow,E09000018,2013-11-01,301045.7839
Islington,E09000019,2013-11-01,529149.584
Kensington & Chelsea,E09000020,2013-11-01,1168769.847
Kingston upon Thames,E09000021,2013-11-01,358743.1705
Lambeth,E09000022,2013-11-01,394045.33
Lewisham,E09000023,2013-11-01,280693.0147
Merton,E09000024,2013-11-01,356978.6581
Newham,E09000025,2013-11-01,228005.3916
Redbridge,E09000026,2013-11-01,285106.1846
Richmond upon Thames,E09000027,2013-11-01,506504.4211
Southwark,E09000028,2013-11-01,376147.4995
Sutton,E09000029,2013-11-01,261968.0715
Tower Hamlets,E09000030,2013-11-01,339743.7355
Waltham Forest,E09000031,2013-11-01,269067.9747
Wandsworth,E09000032,2013-11-01,482711.9885
Westminster,E09000033,2013-11-01,854946.4883
Barking & Dagenham,E09000002,2013-12-01,183098.9453
Barnet,E09000003,2013-12-01,392168.3408
Bexley,E09000004,2013-12-01,222076.321
Brent,E09000005,2013-12-01,359846.2552
Bromley,E09000006,2013-12-01,314302.036
Camden,E09000007,2013-12-01,671214.8792
Croydon,E09000008,2013-12-01,246214.9853
Ealing,E09000009,2013-12-01,352969.4208
Enfield,E09000010,2013-12-01,274721.0787
Greenwich,E09000011,2013-12-01,270966.0476
Hackney,E09000012,2013-12-01,402761.3166
Hammersmith & Fulham,E09000013,2013-12-01,666669.7471
Haringey,E09000014,2013-12-01,390063.4397
Harrow,E09000015,2013-12-01,336603.6065
Havering,E09000016,2013-12-01,236210.9105
Hillingdon,E09000017,2013-12-01,282296.4287
Hounslow,E09000018,2013-12-01,301677.6076
Islington,E09000019,2013-12-01,539845.6991
Kensington & Chelsea,E09000020,2013-12-01,1154072.871
Kingston upon Thames,E09000021,2013-12-01,362452.4984
Lambeth,E09000022,2013-12-01,400387.4427
Lewisham,E09000023,2013-12-01,283720.8042
Merton,E09000024,2013-12-01,359231.2947
Newham,E09000025,2013-12-01,229560.7858
Redbridge,E09000026,2013-12-01,287656.4991
Richmond upon Thames,E09000027,2013-12-01,503809.4491
Southwark,E09000028,2013-12-01,388015.7924
Sutton,E09000029,2013-12-01,265231.1607
Tower Hamlets,E09000030,2013-12-01,351674.0367
Waltham Forest,E09000031,2013-12-01,273184.4017
Wandsworth,E09000032,2013-12-01,484071.1123
Westminster,E09000033,2013-12-01,857653.3574
Barking & Dagenham,E09000002,2014-01-01,184883.6549
Barnet,E09000003,2014-01-01,398384.3422
Bexley,E09000004,2014-01-01,224320.5222
Brent,E09000005,2014-01-01,365189.8763
Bromley,E09000006,2014-01-01,315709.3226
Camden,E09000007,2014-01-01,695470.3561
Croydon,E09000008,2014-01-01,249311.3596
Ealing,E09000009,2014-01-01,364513.952
Enfield,E09000010,2014-01-01,273452.4453
Greenwich,E09000011,2014-01-01,276452.4436
Hackney,E09000012,2014-01-01,415052.7462
Hammersmith & Fulham,E09000013,2014-01-01,666571.5738
Haringey,E09000014,2014-01-01,402645.5793
Harrow,E09000015,2014-01-01,338589.7583
Havering,E09000016,2014-01-01,238219.84
Hillingdon,E09000017,2014-01-01,282891.8242
Hounslow,E09000018,2014-01-01,302920.1346
Islington,E09000019,2014-01-01,548118.5877
Kensington & Chelsea,E09000020,2014-01-01,1204770.976
Kingston upon Thames,E09000021,2014-01-01,369306.4988
Lambeth,E09000022,2014-01-01,395103.7927
Lewisham,E09000023,2014-01-01,289573.5186
Merton,E09000024,2014-01-01,377855.2229
Newham,E09000025,2014-01-01,234333.8315
Redbridge,E09000026,2014-01-01,289684.2175
Richmond upon Thames,E09000027,2014-01-01,512941.7206
Southwark,E09000028,2014-01-01,396213.3041
Sutton,E09000029,2014-01-01,269434.06
Tower Hamlets,E09000030,2014-01-01,355235.4444
Waltham Forest,E09000031,2014-01-01,279085.1605
Wandsworth,E09000032,2014-01-01,497300.3039
Westminster,E09000033,2014-01-01,855066.8715
Barking & Dagenham,E09000002,2014-02-01,185428.4514
Barnet,E09000003,2014-02-01,403841.9669
Bexley,E09000004,2014-02-01,226518.9976
Brent,E09000005,2014-02-01,364592.3462
Bromley,E09000006,2014-02-01,318485.7007
Camden,E09000007,2014-02-01,719848.4301
Croydon,E09000008,2014-02-01,253191.6215
Ealing,E09000009,2014-02-01,370619.7244
Enfield,E09000010,2014-02-01,275164.2334
Greenwich,E09000011,2014-02-01,278804.9627
Hackney,E09000012,2014-02-01,423298.4074
Hammersmith & Fulham,E09000013,2014-02-01,682453.8405
Haringey,E09000014,2014-02-01,400241.5672
Harrow,E09000015,2014-02-01,338069.7692
Havering,E09000016,2014-02-01,241908.1363
Hillingdon,E09000017,2014-02-01,286928.4961
Hounslow,E09000018,2014-02-01,303205.767
Islington,E09000019,2014-02-01,551565.4999
Kensington & Chelsea,E09000020,2014-02-01,1198222.359
Kingston upon Thames,E09000021,2014-02-01,376687.4834
Lambeth,E09000022,2014-02-01,406242.74
Lewisham,E09000023,2014-02-01,292585.4186
Merton,E09000024,2014-02-01,386133.067
Newham,E09000025,2014-02-01,234168.6694
Redbridge,E09000026,2014-02-01,291686.7766
Richmond upon Thames,E09000027,2014-02-01,516210.1402
Southwark,E09000028,2014-02-01,401255.7587
Sutton,E09000029,2014-02-01,272240.6796
Tower Hamlets,E09000030,2014-02-01,360797.9611
Waltham Forest,E09000031,2014-02-01,287032.1074
Wandsworth,E09000032,2014-02-01,508624.1194
Westminster,E09000033,2014-02-01,879566.2805
Barking & Dagenham,E09000002,2014-03-01,189876.9104
Barnet,E09000003,2014-03-01,411452.6223
Bexley,E09000004,2014-03-01,227502.6174
Brent,E09000005,2014-03-01,367413.8312
Bromley,E09000006,2014-03-01,319079.1857
Camden,E09000007,2014-03-01,720064.3028
Croydon,E09000008,2014-03-01,257225.1767
Ealing,E09000009,2014-03-01,377756.2943
Enfield,E09000010,2014-03-01,276980.4296
Greenwich,E09000011,2014-03-01,276156.6402
Hackney,E09000012,2014-03-01,433503.2857
Hammersmith & Fulham,E09000013,2014-03-01,681088.2916
Haringey,E09000014,2014-03-01,404694.6353
Harrow,E09000015,2014-03-01,339746.5437
Havering,E09000016,2014-03-01,245103.4222
Hillingdon,E09000017,2014-03-01,287161.5087
Hounslow,E09000018,2014-03-01,306568.8208
Islington,E09000019,2014-03-01,557871.9479
Kensington & Chelsea,E09000020,2014-03-01,1209577.9
Kingston upon Thames,E09000021,2014-03-01,384834.6948
Lambeth,E09000022,2014-03-01,401811.339
Lewisham,E09000023,2014-03-01,296957.5134
Merton,E09000024,2014-03-01,392126.2027
Newham,E09000025,2014-03-01,234548.4687
Redbridge,E09000026,2014-03-01,289190.9501
Richmond upon Thames,E09000027,2014-03-01,534264.4
Southwark,E09000028,2014-03-01,395415.0577
Sutton,E09000029,2014-03-01,274933.6708
Tower Hamlets,E09000030,2014-03-01,367789.3515
Waltham Forest,E09000031,2014-03-01,290181.7301
Wandsworth,E09000032,2014-03-01,516857.4123
Westminster,E09000033,2014-03-01,877610.402
Barking & Dagenham,E09000002,2014-04-01,193076.6982
Barnet,E09000003,2014-04-01,414854.6827
Bexley,E09000004,2014-04-01,232024.2412
Brent,E09000005,2014-04-01,379175.2901
Bromley,E09000006,2014-04-01,327862.6399
Camden,E09000007,2014-04-01,728941.979
Croydon,E09000008,2014-04-01,265666.8718
Ealing,E09000009,2014-04-01,384904.4798
Enfield,E09000010,2014-04-01,281240.7207
Greenwich,E09000011,2014-04-01,283713.8113
Hackney,E09000012,2014-04-01,440754.7723
Hammersmith & Fulham,E09000013,2014-04-01,691361.9484
Haringey,E09000014,2014-04-01,402451.3241
Harrow,E09000015,2014-04-01,345557.6886
Havering,E09000016,2014-04-01,250367.752
Hillingdon,E09000017,2014-04-01,291282.4468
Hounslow,E09000018,2014-04-01,304118.9063
Islington,E09000019,2014-04-01,558630.4973
Kensington & Chelsea,E09000020,2014-04-01,1231111.466
Kingston upon Thames,E09000021,2014-04-01,391612.6878
Lambeth,E09000022,2014-04-01,413723.4689
Lewisham,E09000023,2014-04-01,301437.4701
Merton,E09000024,2014-04-01,397959.6307
Newham,E09000025,2014-04-01,242493.365
Redbridge,E09000026,2014-04-01,290221.1333
Richmond upon Thames,E09000027,2014-04-01,554545.7609
Southwark,E09000028,2014-04-01,397813.7145
Sutton,E09000029,2014-04-01,277918.0732
Tower Hamlets,E09000030,2014-04-01,376185.4022
Waltham Forest,E09000031,2014-04-01,295647.1038
Wandsworth,E09000032,2014-04-01,529299.8928
Westminster,E09000033,2014-04-01,890320.1694
Barking & Dagenham,E09000002,2014-05-01,196620.3956
Barnet,E09000003,2014-05-01,421202.9958
Bexley,E09000004,2014-05-01,236203.623
Brent,E09000005,2014-05-01,391225.2197
Bromley,E09000006,2014-05-01,336865.8043
Camden,E09000007,2014-05-01,746937.8933
Croydon,E09000008,2014-05-01,271043.7154
Ealing,E09000009,2014-05-01,395085.3186
Enfield,E09000010,2014-05-01,285433.1038
Greenwich,E09000011,2014-05-01,290617.3061
Hackney,E09000012,2014-05-01,452303.6174
Hammersmith & Fulham,E09000013,2014-05-01,696569.1738
Haringey,E09000014,2014-05-01,420345.7749
Harrow,E09000015,2014-05-01,352323.8356
Havering,E09000016,2014-05-01,254227.6993
Hillingdon,E09000017,2014-05-01,300059.9529
Hounslow,E09000018,2014-05-01,309376.6946
Islington,E09000019,2014-05-01,570687.9879
Kensington & Chelsea,E09000020,2014-05-01,1263467.702
Kingston upon Thames,E09000021,2014-05-01,395974.5486
Lambeth,E09000022,2014-05-01,423947.83
Lewisham,E09000023,2014-05-01,312790.462
Merton,E09000024,2014-05-01,408271.796
Newham,E09000025,2014-05-01,249074.7783
Redbridge,E09000026,2014-05-01,293704.5935
Richmond upon Thames,E09000027,2014-05-01,574048.195
Southwark,E09000028,2014-05-01,417812.9623
Sutton,E09000029,2014-05-01,281158.6521
Tower Hamlets,E09000030,2014-05-01,380179.5377
Waltham Forest,E09000031,2014-05-01,301593.0247
Wandsworth,E09000032,2014-05-01,542335.1809
Westminster,E09000033,2014-05-01,896171.4371
Barking & Dagenham,E09000002,2014-06-01,198039.7703
Barnet,E09000003,2014-06-01,428806.1792
Bexley,E09000004,2014-06-01,242494.5688
Brent,E09000005,2014-06-01,400902.2999
Bromley,E09000006,2014-06-01,347890.7369
Camden,E09000007,2014-06-01,769628.4425
Croydon,E09000008,2014-06-01,274343.5467
Ealing,E09000009,2014-06-01,405195.8819
Enfield,E09000010,2014-06-01,289656.559
Greenwich,E09000011,2014-06-01,305404.5835
Hackney,E09000012,2014-06-01,460254.8372
Hammersmith & Fulham,E09000013,2014-06-01,713338.9555
Haringey,E09000014,2014-06-01,436432.428
Harrow,E09000015,2014-06-01,355957.8038
Havering,E09000016,2014-06-01,257605.5729
Hillingdon,E09000017,2014-06-01,307903.4583
Hounslow,E09000018,2014-06-01,313803.072
Islington,E09000019,2014-06-01,581266.6683
Kensington & Chelsea,E09000020,2014-06-01,1297755.065
Kingston upon Thames,E09000021,2014-06-01,404271.678
Lambeth,E09000022,2014-06-01,435515.4319
Lewisham,E09000023,2014-06-01,316671.0963
Merton,E09000024,2014-06-01,427035.6391
Newham,E09000025,2014-06-01,257977.1526
Redbridge,E09000026,2014-06-01,300479.1841
Richmond upon Thames,E09000027,2014-06-01,586768.3756
Southwark,E09000028,2014-06-01,426532.2717
Sutton,E09000029,2014-06-01,284984.4045
Tower Hamlets,E09000030,2014-06-01,382091.4172
Waltham Forest,E09000031,2014-06-01,309114.3034
Wandsworth,E09000032,2014-06-01,556613.6344
Westminster,E09000033,2014-06-01,923345.4157
Barking & Dagenham,E09000002,2014-07-01,201936.1166
Barnet,E09000003,2014-07-01,438504.7861
Bexley,E09000004,2014-07-01,249852.9105
Brent,E09000005,2014-07-01,404163.5598
Bromley,E09000006,2014-07-01,357091.8922
Camden,E09000007,2014-07-01,787361.4054
Croydon,E09000008,2014-07-01,276361.2844
Ealing,E09000009,2014-07-01,413032.4816
Enfield,E09000010,2014-07-01,297079.7883
Greenwich,E09000011,2014-07-01,304855.8114
Hackney,E09000012,2014-07-01,469549.6908
Hammersmith & Fulham,E09000013,2014-07-01,740943.4615
Haringey,E09000014,2014-07-01,447312.6317
Harrow,E09000015,2014-07-01,361408.2589
Havering,E09000016,2014-07-01,260947.5735
Hillingdon,E09000017,2014-07-01,313332.0838
Hounslow,E09000018,2014-07-01,331298.3357
Islington,E09000019,2014-07-01,599522.5997
Kensington & Chelsea,E09000020,2014-07-01,1345615.624
Kingston upon Thames,E09000021,2014-07-01,414460.4501
Lambeth,E09000022,2014-07-01,446018.8629
Lewisham,E09000023,2014-07-01,321963.8913
Merton,E09000024,2014-07-01,436044.453
Newham,E09000025,2014-07-01,263542.344
Redbridge,E09000026,2014-07-01,306623.5423
Richmond upon Thames,E09000027,2014-07-01,598031.1803
Southwark,E09000028,2014-07-01,437381.7551
Sutton,E09000029,2014-07-01,289551.744
Tower Hamlets,E09000030,2014-07-01,380477.5681
Waltham Forest,E09000031,2014-07-01,321200.4837
Wandsworth,E09000032,2014-07-01,564032.6314
Westminster,E09000033,2014-07-01,941640.9299
Barking & Dagenham,E09000002,2014-08-01,204974.0418
Barnet,E09000003,2014-08-01,446442.7366
Bexley,E09000004,2014-08-01,255182.9158
Brent,E09000005,2014-08-01,406619.2377
Bromley,E09000006,2014-08-01,362180.6246
Camden,E09000007,2014-08-01,794040.1148
Croydon,E09000008,2014-08-01,283801.4117
Ealing,E09000009,2014-08-01,422701.3382
Enfield,E09000010,2014-08-01,304944.4489
Greenwich,E09000011,2014-08-01,313801.6214
Hackney,E09000012,2014-08-01,480141.0528
Hammersmith & Fulham,E09000013,2014-08-01,762631.3146
Haringey,E09000014,2014-08-01,456498.7901
Harrow,E09000015,2014-08-01,365767.1458
Havering,E09000016,2014-08-01,266686.1567
Hillingdon,E09000017,2014-08-01,315051.2349
Hounslow,E09000018,2014-08-01,341611.4653
Islington,E09000019,2014-08-01,610837.0785
Kensington & Chelsea,E09000020,2014-08-01,1347029.885
Kingston upon Thames,E09000021,2014-08-01,426371.5515
Lambeth,E09000022,2014-08-01,449301.6274
Lewisham,E09000023,2014-08-01,327107.8373
Merton,E09000024,2014-08-01,452100.6296
Newham,E09000025,2014-08-01,270520.7991
Redbridge,E09000026,2014-08-01,311111.2996
Richmond upon Thames,E09000027,2014-08-01,607598.7703
Southwark,E09000028,2014-08-01,441661.6578
Sutton,E09000029,2014-08-01,297731.9407
Tower Hamlets,E09000030,2014-08-01,386155.7045
Waltham Forest,E09000031,2014-08-01,329446.8544
Wandsworth,E09000032,2014-08-01,573212.0249
Westminster,E09000033,2014-08-01,949689.7261
Barking & Dagenham,E09000002,2014-09-01,210412.1357
Barnet,E09000003,2014-09-01,450728.3482
Bexley,E09000004,2014-09-01,258619.3287
Brent,E09000005,2014-09-01,414027.8273
Bromley,E09000006,2014-09-01,369783.8866
Camden,E09000007,2014-09-01,803461.1508
Croydon,E09000008,2014-09-01,290460.1832
Ealing,E09000009,2014-09-01,423807.9083
Enfield,E09000010,2014-09-01,308965.4661
Greenwich,E09000011,2014-09-01,311768.5638
Hackney,E09000012,2014-09-01,481365.5571
Hammersmith & Fulham,E09000013,2014-09-01,773678.4873
Haringey,E09000014,2014-09-01,465220.2214
Harrow,E09000015,2014-09-01,374181.4646
Havering,E09000016,2014-09-01,270886.3203
Hillingdon,E09000017,2014-09-01,318436.6628
Hounslow,E09000018,2014-09-01,347664.2764
Islington,E09000019,2014-09-01,620725.38
Kensington & Chelsea,E09000020,2014-09-01,1344464.062
Kingston upon Thames,E09000021,2014-09-01,427662.6852
Lambeth,E09000022,2014-09-01,462535.3692
Lewisham,E09000023,2014-09-01,332221.8297
Merton,E09000024,2014-09-01,446961.2174
Newham,E09000025,2014-09-01,276291.759
Redbridge,E09000026,2014-09-01,312776.2558
Richmond upon Thames,E09000027,2014-09-01,615843.0366
Southwark,E09000028,2014-09-01,456360.1839
Sutton,E09000029,2014-09-01,308555.9114
Tower Hamlets,E09000030,2014-09-01,391887.3272
Waltham Forest,E09000031,2014-09-01,340698.2314
Wandsworth,E09000032,2014-09-01,570702.7725
Westminster,E09000033,2014-09-01,953216.1381
Barking & Dagenham,E09000002,2014-10-01,213902.7879
Barnet,E09000003,2014-10-01,451041.4331
Bexley,E09000004,2014-10-01,258267.3393
Brent,E09000005,2014-10-01,410328.4753
Bromley,E09000006,2014-10-01,372018.2042
Camden,E09000007,2014-10-01,780637.7022
Croydon,E09000008,2014-10-01,294573.9274
Ealing,E09000009,2014-10-01,416777.4418
Enfield,E09000010,2014-10-01,312717.4077
Greenwich,E09000011,2014-10-01,313948.2323
Hackney,E09000012,2014-10-01,483110.3743
Hammersmith & Fulham,E09000013,2014-10-01,763041.2682
Haringey,E09000014,2014-10-01,470302.3968
Harrow,E09000015,2014-10-01,379166.3193
Havering,E09000016,2014-10-01,273961.9521
Hillingdon,E09000017,2014-10-01,320560.478
Hounslow,E09000018,2014-10-01,346245.8313
Islington,E09000019,2014-10-01,616688.7544
Kensington & Chelsea,E09000020,2014-10-01,1334423.087
Kingston upon Thames,E09000021,2014-10-01,425277.1628
Lambeth,E09000022,2014-10-01,463981.4979
Lewisham,E09000023,2014-10-01,331337.2007
Merton,E09000024,2014-10-01,449145.1965
Newham,E09000025,2014-10-01,278469.2122
Redbridge,E09000026,2014-10-01,316407.1038
Richmond upon Thames,E09000027,2014-10-01,610018.6306
Southwark,E09000028,2014-10-01,458333.9466
Sutton,E09000029,2014-10-01,313165.588
Tower Hamlets,E09000030,2014-10-01,401869.7066
Waltham Forest,E09000031,2014-10-01,342013.2226
Wandsworth,E09000032,2014-10-01,566963.7531
Westminster,E09000033,2014-10-01,955881.9575
Barking & Dagenham,E09000002,2014-11-01,216631.0863
Barnet,E09000003,2014-11-01,448523.4892
Bexley,E09000004,2014-11-01,260538.6571
Brent,E09000005,2014-11-01,412968.7306
Bromley,E09000006,2014-11-01,374419.7189
Camden,E09000007,2014-11-01,769851.988
Croydon,E09000008,2014-11-01,291729.8111
Ealing,E09000009,2014-11-01,413241.8697
Enfield,E09000010,2014-11-01,313472.211
Greenwich,E09000011,2014-11-01,311782.8366
Hackney,E09000012,2014-11-01,466708.1932
Hammersmith & Fulham,E09000013,2014-11-01,746423.8209
Haringey,E09000014,2014-11-01,464234.6424
Harrow,E09000015,2014-11-01,386887.3127
Havering,E09000016,2014-11-01,274137.4351
Hillingdon,E09000017,2014-11-01,321913.6739
Hounslow,E09000018,2014-11-01,345726.6763
Islington,E09000019,2014-11-01,601114.6811
Kensington & Chelsea,E09000020,2014-11-01,1365050.375
Kingston upon Thames,E09000021,2014-11-01,427595.6508
Lambeth,E09000022,2014-11-01,457790.8218
Lewisham,E09000023,2014-11-01,331716.1434
Merton,E09000024,2014-11-01,434193.2815
Newham,E09000025,2014-11-01,279107.8226
Redbridge,E09000026,2014-11-01,321365.2005
Richmond upon Thames,E09000027,2014-11-01,609361.5136
Southwark,E09000028,2014-11-01,457005.6099
Sutton,E09000029,2014-11-01,313785.2646
Tower Hamlets,E09000030,2014-11-01,399719.912
Waltham Forest,E09000031,2014-11-01,341818.4256
Wandsworth,E09000032,2014-11-01,554007.5325
Westminster,E09000033,2014-11-01,974046.5308
Barking & Dagenham,E09000002,2014-12-01,218284.7039
Barnet,E09000003,2014-12-01,450576.6324
Bexley,E09000004,2014-12-01,261987.5314
Brent,E09000005,2014-12-01,419643.0926
Bromley,E09000006,2014-12-01,372899.2626
